feedback_id,visit_date,store_code,customer_name,customer_email,user_category,product_looking_for,reason_for_non_purchase,ground_truth_topic
794,2026-05-02,X4,Arjun Davis,arjun.davis97@gmail.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 12.,Size Unavailable
795,2026-03-02,X1,Lily Smith,lily.smith2@gmail.com,Wedding,Finger Rings,"My family wanted a cocktail ring design in finger rings, but the available designs were very limited.",Design Unavailable
796,2026-04-28,X6,Ava Johnson,ava.johnson45@yahoo.com,Babies,Anklets,I wanted something under 15g for daily wear but the anklets options shown were heavier.,Weight Concerns
797,2026-04-13,X6,Kavya Brown,kavya.brown57@gmail.com,Wedding,Necklace,Wanted the necklace in white gold but only yellow gold was available.,Color/Finish Mismatch
798,2026-04-29,X2,Aarav Verma,aarav.verma81@hotmail.com,Office-going Women,Finger Rings,I came specifically looking for a solitaire finger rings but the store didn't have it.,Design Unavailable
799,2026-03-11,X5,Vikram Clark,vikram.clark38@outlook.com,Teen-age Girls,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me. Specifically for wedding use.,Customization Not Offered
800,2026-04-04,X1,Ishita Verma,ishita.verma50@icloud.com,Teen-age Girls,Bangles,Was hoping to find a bridal kundan style in bangles. Nothing matched what I had in mind.,Design Unavailable
801,2026-02-15,X6,Sanjana Johnson,sanjana.johnson63@hotmail.com,Office-going Women,Bangles,Found a beautiful bangles but it crossed my below 1 lakh budget by a lot. Specifically for everyday wear use.,Price Too High
802,2026-04-16,X2,Ishita Sharma,ishita.sharma67@icloud.com,Teen-age Girls,Necklace,The necklace I liked was way over my budget. I was hoping for something below 1 lakh.,Price Too High
803,2026-03-21,X5,Sophia Khan,sophia.khan5@icloud.com,Everyday Wear,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me. It was for birthday.,Customization Not Offered
804,2026-05-03,X1,Vikram Khan,vikram.khan36@hotmail.com,Everyday Wear,Bangles,"My family wanted a kada design in bangles, but the available designs were very limited.",Design Unavailable
805,2026-02-20,X2,Amelia Nair,amelia.nair96@yahoo.com,Everyday Wear,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
806,2026-04-23,X1,Noah Iyer,noah.iyer95@gmail.com,Teen-age Girls,Bangles,Was hoping to find a star design style in bangles. Nothing matched what I had in mind. Specifically for everyday wear use.,Design Unavailable
807,2026-03-14,X6,Lily Mehta,lily.mehta47@outlook.com,Office-going Women,Bangles,The sales staff was busy and I couldn't get enough help while choosing the bangles.,Sales Service
808,2026-04-07,X1,Kavya Patel,kavya.patel58@icloud.com,Office-going Women,Ear Rings,"Prices on ear rings were higher than I expected, I had a budget of under 25k. Specifically for teen-age girls use.",Price Too High
809,2026-02-21,X1,Tara Verma,tara.verma11@hotmail.com,Wedding,Ear Rings,My daughter needed extra small for kids ear rings; could not find the right size.,Size Unavailable
810,2026-04-19,X6,Riya Nair,riya.nair39@outlook.com,Birthday,Ear Rings,Needed small studs for ear rings but staff said it's out of stock right now. Specifically for teen-age girls use.,Size Unavailable
811,2026-02-24,X3,Kavya Verma,kavya.verma85@yahoo.com,Babies,Anklets,Looking for kids size in anklets. The sizes available didn't fit.,Size Unavailable
812,2026-02-28,X5,Liam Patel,liam.patel52@gmail.com,Office-going Women,Ear Rings,Saw a chandbali design online and wanted the same in ear rings here. Not available.,Design Unavailable
813,2026-04-17,X4,Arjun Iyer,arjun.iyer80@icloud.com,Wedding,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
814,2026-03-24,X1,Ishita Mehta,ishita.mehta74@outlook.com,Everyday Wear,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock. Specifically for birthday use.,Stock Unavailable
815,2026-03-21,X5,Grace Nair,grace.nair25@gmail.com,Everyday Wear,Necklace,The necklace I liked wasn't available in 18 inch. The piece was meant for office-going women.,Size Unavailable
816,2026-04-02,X3,Vikram Khan,vikram.khan89@icloud.com,Wedding,Anklets,The anklets I liked wasn't available in 9 inch.,Size Unavailable
817,2026-02-20,X5,Arjun Wilson,arjun.wilson34@icloud.com,Wedding,Bangles,"My family wanted a floral carving design in bangles, but the available designs were very limited. It was for babies.",Design Unavailable
818,2026-02-27,X2,Aarav Patel,aarav.patel56@hotmail.com,Everyday Wear,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently. Specifically for birthday use.,Stock Unavailable
819,2026-04-04,X2,Neha Verma,neha.verma3@outlook.com,Everyday Wear,Bangles,I wanted something around 12g but the bangles options shown were heavier. Specifically for teen-age girls use.,Weight Concerns
820,2026-03-31,X3,Ishita Wilson,ishita.wilson64@gmail.com,Babies,Finger Rings,Needed size 6 for finger rings but staff said it's out of stock right now.,Size Unavailable
821,2026-04-01,X2,Pooja Davis,pooja.davis53@gmail.com,Office-going Women,Finger Rings,Wanted made-to-order in finger rings; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
822,2026-02-22,X5,Neha Verma,neha.verma33@gmail.com,Everyday Wear,Ear Rings,Wanted the ear rings in rose gold but only yellow gold was available. The piece was meant for office-going women.,Color/Finish Mismatch
823,2026-04-02,X6,Emma Taylor,emma.taylor95@outlook.com,Everyday Wear,Ear Rings,Wanted the ear rings in white gold but only yellow gold was available. The piece was meant for wedding.,Color/Finish Mismatch
824,2026-04-06,X4,Vikram Anderson,vikram.anderson26@gmail.com,Wedding,Necklace,I wasn't fully convinced about the finish quality on the necklace I tried. The piece was meant for everyday wear.,Quality Concerns
825,2026-03-19,X2,Neha Patel,neha.patel70@icloud.com,Teen-age Girls,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently. It was for teen-age girls.,Stock Unavailable
826,2026-04-23,X1,Anjali Mehta,anjali.mehta38@hotmail.com,Wedding,Finger Rings,"My family wanted a solitaire design in finger rings, but the available designs were very limited. It was for everyday wear.",Design Unavailable
827,2026-04-09,X2,Aarav Sharma,aarav.sharma26@icloud.com,Wedding,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
828,2026-03-20,X4,Lily Taylor,lily.taylor48@hotmail.com,Everyday Wear,Finger Rings,"Looking for a around 12g finger rings, but in-store stock was much heavier. Specifically for teen-age girls use.",Weight Concerns
829,2026-02-25,X3,Sneha Patel,sneha.patel77@hotmail.com,Everyday Wear,Anklets,Need to consult my husband/parents before deciding on the anklets. The piece was meant for birthday.,Others
830,2026-04-27,X3,Ethan Brown,ethan.brown13@icloud.com,Office-going Women,Necklace,Looking for 22 inch chain length in necklace. The sizes available didn't fit. It was for teen-age girls.,Size Unavailable
831,2026-03-04,X5,Olivia Reddy,olivia.reddy15@icloud.com,Babies,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now. It was for birthday.,Customization Not Offered
832,2026-03-10,X3,Grace Iyer,grace.iyer26@icloud.com,Teen-age Girls,Necklace,Was hoping to find a pendant set style in necklace. Nothing matched what I had in mind.,Design Unavailable
833,2026-02-11,X5,Chloe Reddy,chloe.reddy94@icloud.com,Teen-age Girls,Ear Rings,Wanted the ear rings in silver tone but only yellow gold was available. The piece was meant for wedding.,Color/Finish Mismatch
834,2026-02-17,X2,Aditi Wilson,aditi.wilson49@outlook.com,Wedding,Necklace,Looking for 22 inch chain length in necklace. The sizes available didn't fit.,Size Unavailable
835,2026-04-28,X2,Aditi Khan,aditi.khan50@icloud.com,Birthday,Bangles,Found a beautiful bangles but it crossed my under 50k budget by a lot.,Price Too High
836,2026-05-06,X2,Ethan Davis,ethan.davis90@icloud.com,Wedding,Necklace,The necklace I liked was way over my budget. I was hoping for something below 1 lakh.,Price Too High
837,2026-04-28,X4,Charlotte Patel,charlotte.patel59@gmail.com,Everyday Wear,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently. The piece was meant for babies.,Stock Unavailable
838,2026-03-03,X2,Amelia Clark,amelia.clark63@outlook.com,Everyday Wear,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
839,2026-02-24,X4,Vikram Mehta,vikram.mehta76@yahoo.com,Babies,Finger Rings,The finger rings I liked wasn't available in adjustable.,Size Unavailable
840,2026-04-11,X4,Riya Verma,riya.verma65@icloud.com,Wedding,Ear Rings,The ear rings I wanted to buy is completely out of stock at the moment. It was for teen-age girls.,Stock Unavailable
841,2026-03-29,X6,Zoe Mehta,zoe.mehta82@gmail.com,Office-going Women,Ear Rings,The ear rings I liked wasn't available in medium drops. It was for wedding.,Size Unavailable
842,2026-02-25,X3,Lily Anderson,lily.anderson4@hotmail.com,Office-going Women,Bangles,I wasn't fully convinced about the finish quality on the bangles I tried. The piece was meant for everyday wear.,Quality Concerns
843,2026-03-23,X5,Sanjana Taylor,sanjana.taylor19@outlook.com,Babies,Bangles,Needed size 2.8 for bangles but staff said it's out of stock right now.,Size Unavailable
844,2026-05-03,X3,Sophia Smith,sophia.smith40@outlook.com,Birthday,Anklets,My daughter needed kids size anklets; could not find the right size.,Size Unavailable
845,2026-03-14,X2,Harper Wilson,harper.wilson73@yahoo.com,Babies,Finger Rings,My daughter needed size 8 finger rings; could not find the right size.,Size Unavailable
846,2026-04-12,X2,Sneha Reddy,sneha.reddy58@yahoo.com,Birthday,Necklace,The necklace I liked was way over my budget. I was hoping for something under 10k.,Price Too High
847,2026-05-11,X2,Noah Reddy,noah.reddy66@outlook.com,Birthday,Necklace,My daughter needed 22 inch chain length necklace; could not find the right size. Specifically for babies use.,Size Unavailable
848,2026-02-17,X1,Ishita Verma,ishita.verma70@gmail.com,Everyday Wear,Ear Rings,The sales staff was busy and I couldn't get enough help while choosing the ear rings.,Sales Service
849,2026-03-30,X6,Sophia Anderson,sophia.anderson58@outlook.com,Office-going Women,Necklace,My daughter needed 22 inch chain length necklace; could not find the right size.,Size Unavailable
850,2026-03-30,X6,Meera Davis,meera.davis53@yahoo.com,Office-going Women,Bangles,The bangles I liked was way over my budget. I was hoping for something under 25k. The piece was meant for babies.,Price Too High
851,2026-05-11,X1,Meera Anderson,meera.anderson93@outlook.com,Everyday Wear,Finger Rings,Looking for size 8 in finger rings. The sizes available didn't fit.,Size Unavailable
852,2026-02-13,X5,Neha Taylor,neha.taylor97@hotmail.com,Birthday,Ear Rings,Was looking for a yellow gold finish on ear rings; could not find a matching piece. Specifically for babies use.,Color/Finish Mismatch
853,2026-04-12,X6,Lucas Johnson,lucas.johnson90@gmail.com,Babies,Finger Rings,The polish/finishing on the finger rings looked uneven to me.,Quality Concerns
854,2026-04-21,X1,Tara Smith,tara.smith90@gmail.com,Birthday,Finger Rings,Looking for adjustable in finger rings. The sizes available didn't fit.,Size Unavailable
855,2026-03-12,X3,Charlotte Johnson,charlotte.johnson38@icloud.com,Wedding,Anklets,Needed kids size for anklets but staff said it's out of stock right now.,Size Unavailable
856,2026-04-28,X2,Sneha Taylor,sneha.taylor33@icloud.com,Everyday Wear,Ear Rings,The ear rings I wanted to buy is completely out of stock at the moment. It was for everyday wear.,Stock Unavailable
857,2026-04-30,X1,Sophia Mehta,sophia.mehta56@gmail.com,Teen-age Girls,Bangles,I came specifically looking for a minimal everyday bangles but the store didn't have it. Specifically for birthday use.,Design Unavailable
858,2026-03-10,X4,Riya Khan,riya.khan92@hotmail.com,Teen-age Girls,Finger Rings,Wanted the finger rings in white gold but only yellow gold was available.,Color/Finish Mismatch
859,2026-02-26,X3,Arjun Patel,arjun.patel90@icloud.com,Babies,Finger Rings,"Prices on finger rings were higher than I expected, I had a budget of under 25k. It was for everyday wear.",Price Too High
860,2026-03-06,X4,Sneha Wilson,sneha.wilson95@yahoo.com,Birthday,Anklets,Asked if the anklets can be customized with engraving; was told no. It was for wedding.,Customization Not Offered
861,2026-04-04,X4,Ishita Wilson,ishita.wilson78@yahoo.com,Birthday,Bangles,I wanted something under 15g for daily wear but the bangles options shown were heavier.,Weight Concerns
862,2026-03-18,X6,Ishita Taylor,ishita.taylor35@icloud.com,Wedding,Bangles,Saw the exact bangles I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
863,2026-02-11,X2,Tara Brown,tara.brown46@icloud.com,Teen-age Girls,Bangles,The bangles I wanted to buy is completely out of stock at the moment.,Stock Unavailable
864,2026-04-23,X1,Noah Mehta,noah.mehta84@gmail.com,Everyday Wear,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried.,Quality Concerns
865,2026-04-15,X2,Pooja Nair,pooja.nair80@outlook.com,Office-going Women,Anklets,Wanted made-to-order in anklets; the lead time of 6-8 weeks didn't work for me. It was for birthday.,Customization Not Offered
866,2026-05-07,X3,Riya Reddy,riya.reddy59@outlook.com,Wedding,Anklets,The anklets I liked was way over my budget. I was hoping for something under 25k. It was for wedding.,Price Too High
867,2026-04-28,X6,Grace Smith,grace.smith10@yahoo.com,Teen-age Girls,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 25k.",Price Too High
868,2026-02-11,X2,Meera Johnson,meera.johnson78@gmail.com,Babies,Ear Rings,"Prices on ear rings were higher than I expected, I had a budget of under 25k. It was for birthday.",Price Too High
869,2026-02-28,X6,Zoe Anderson,zoe.anderson82@gmail.com,Office-going Women,Bangles,Was hoping to find a minimal everyday style in bangles. Nothing matched what I had in mind.,Design Unavailable
870,2026-02-28,X6,Anjali Nair,anjali.nair24@gmail.com,Birthday,Finger Rings,"Looking for a under 15g for daily wear finger rings, but in-store stock was much heavier. It was for everyday wear.",Weight Concerns
871,2026-02-11,X2,Noah Johnson,noah.johnson97@yahoo.com,Babies,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
872,2026-03-06,X4,Ethan Anderson,ethan.anderson88@outlook.com,Everyday Wear,Bangles,"Looking for a lightweight (under 8g) bangles, but in-store stock was much heavier. The piece was meant for babies.",Weight Concerns
